score-lv1,url
0.8754580021,https://digitalarchive.worldfishcenter.org/bitstream/handle/20.500.12348/692/4226.pdf?sequence=1&isAllowed=y
0.8233550191000001,https://wsobirds.org/images/pdfs/BeyondBirdFeederBookletFINAL.compressed.pdf
0.7951756716,https://digitalarchive.worldfishcenter.org/bitstream/handle/20.500.12348/1418/WF_2033.pdf?sequence=1&isAllowed=y
0.7071056366,https://cms.zsl.org/sites/default/files/2022-12/ASTI_MigBirds_Index_2015_0.pdf
0.7030138969,https://apps.worldagroforestry.org/downloads/Publications/PDFS/TM17693.pdf
0.6982959509000001,https://cms.zsl.org/sites/default/files/2022-12/wildlife-comeback-in-europe.pdf
0.66838485,https://zooreach.org/downloads/ZOO_CAMP_PHVA_reports/2014-Reptile-Report.pdf
0.6521360278,http://www.wpcouncil.org/wp-content/uploads/2020/11/08.C1-Hutchinson-et-al-2021.pdf
0.6199666858,https://wwjournal.org/wp-content/uploads/sites/9/2024/06/Roy_etal_WW_2024.pdf
0.6139942408,https://www.forestfoundation.ph/wp-content/uploads/2017/11/Forest-Foundation-Ph-4th-PNPCSI-Symposium.pdf
0.5988621116,https://apps.worldagroforestry.org/downloads/Publications/PDFS/B10462.pdf
0.5948655009,https://wos.org/documents/Publications/WA%20Birds/2006/wabirds2006.pdf
0.5937020183,https://www.xerces.org/sites/default/files/2018-05/17-040_01_ProtectingCaliforniaButterflyGroves.pdf
0.5673246980000001,https://nast.dost.gov.ph/images/pdf%20files/Publications/NAST%20Transactions/NAST%201992%20Transactions%20Volume%2014/AS-4%20.%20Growth%20Estimation%20of%20Oreochromis%20Niloticus%20L.%20Cultured%20in%20Rice-Paddies%20Using%20Circ%20Technique%20%20Jocelyn%20P.%20Cabrera.pdf
0.565994978,https://zooreach.org/downloads/ZOO_CAMP_PHVA_reports/2010EHFWBreport.pdf
0.5631908774000001,https://dcprime.com/wp-content/uploads/2019/12/Poster-1381-Luca-Janssen.pdf
0.5314984918,http://wiki.daz3d.com/lib/exe/fetch.php/public/read_me/index/16122/16122_songbirdremixvultures2.pdf
0.5125262737,http://xerces.org/sites/default/files/publications/18-014.pdf
0.5047088861,https://cms.zsl.org/sites/default/files/2022-12/spineless-lr-2039.pdf
0.4906461239,https://digitalarchive.worldfishcenter.org/bitstream/handle/20.500.12348/2817/Pub%20TR4%2049.pdf?sequence=1&isAllowed=y
0.4895053506,https://zenodo.org/records/1234577/files/article.pdf?download=1
0.4847503603,http://xerces.org/sites/default/files/2018-05/15-016_01_XercesSoc_Conservation-Status-Ecology-Monarch-US-web.pdf
0.4784885049,https://wpwildrivers.org/wp-content/uploads/2017/05/Lower-Farmington-and-Salmon-Brook.pdf
0.4741189778,https://www.wppcinc.org/uploads/3/8/0/4/3804358/westernport_port_expansion-impact_on_birdlife_final_april_10_2014.pdf
0.4714649618,https://www.xerces.org/sites/default/files/2018-05/08-006_01_XercesSoc_Farming-for-Pollinators-brochure.pdf
0.45704701540000003,https://digitalarchive.worldfishcenter.org/bitstream/handle/20.500.12348/1771/SeaTurtles_1.pdf?sequence=1&isAllowed=y
0.4468698204,https://wtip.org/wp-content/uploads/2022/02/2019-bee-project-handout.pdf
0.44451916220000004,https://files.worldwildlife.org/wwfcmsprod/files/Publication/file/5nxtq5ipb1_cfp_web.pdf
0.4359480739,https://www.worldlandtrust.org/wp-content/uploads/2022/06/Borneo-2022-Update-Final.pdf
0.4227912426,https://deeperchristian.com/wp-content/uploads/2023/03/Tackling-Topics-Worksheet.pdf
0.41903215650000003,https://www.zooreach.org/ZOO_WILD_Activities/2014/FWB/Aquatic-plants-foldout.pdf
