score-lv2,url
0.9999994039535522,https://dcprime.com/wp-content/uploads/2019/12/Poster-1381-Luca-Janssen.pdf
0.999998946984609,https://wsobirds.org/images/pdfs/BeyondBirdFeederBookletFINAL.compressed.pdf
0.9990830275339958,https://cms.zsl.org/sites/default/files/2022-12/ASTI_MigBirds_Index_2015_0.pdf
0.997867823800733,https://digitalarchive.worldfishcenter.org/bitstream/handle/20.500.12348/692/4226.pdf?sequence=1&isAllowed=y
0.9968198819410957,https://cms.zsl.org/sites/default/files/2022-12/wildlife-comeback-in-europe.pdf
0.9967102839983588,https://wos.org/documents/Publications/WA%20Birds/2006/wabirds2006.pdf
0.9911220454892447,https://wwjournal.org/wp-content/uploads/sites/9/2024/06/Roy_etal_WW_2024.pdf
0.9907809460045958,https://cms.zsl.org/sites/default/files/2022-12/spineless-lr-2039.pdf
0.9892534490426381,http://www.wpcouncil.org/wp-content/uploads/2020/11/08.C1-Hutchinson-et-al-2021.pdf
0.9851162941225113,http://wiki.daz3d.com/lib/exe/fetch.php/public/read_me/index/16122/16122_songbirdremixvultures2.pdf
0.977994789302271,https://digitalarchive.worldfishcenter.org/bitstream/handle/20.500.12348/1418/WF_2033.pdf?sequence=1&isAllowed=y
0.9702345615557392,https://zooreach.org/downloads/ZOO_CAMP_PHVA_reports/2010EHFWBreport.pdf
0.9637584219148747,https://apps.worldagroforestry.org/downloads/Publications/PDFS/TM17693.pdf
0.9600822777570954,https://zooreach.org/downloads/ZOO_CAMP_PHVA_reports/2014-Reptile-Report.pdf
0.9485621890514204,https://www.forestfoundation.ph/wp-content/uploads/2017/11/Forest-Foundation-Ph-4th-PNPCSI-Symposium.pdf
0.9428407691801961,https://apps.worldagroforestry.org/downloads/Publications/PDFS/B10462.pdf
